age,tenure_months,monthly_spend,num_transactions,last_login_days,support_tickets,is_active,total_spend,target_fraud,suspicion_score,txn_intensity,txn_burstiness,login_frequency,spend_velocity,avg_vs_total_ratio,z_num_txn_payment,z_num_txn_country,z_monthly_spend_country,gender_binary,country_India,country_UK,country_US,pm_Crypto,pm_PayPal,txn_x_spend,txn_x_login
18,24,93.9949038201639,87,21,8,1,2255.8776916839333,0,0.3,87,3.9545454545454546,0.045454545454545456,1.0804011933352171,0.011358601249679807,1.2935324153826255,1.2731154999819632,-1.195403374378569,1,True,False,False,False,True,8177.556632354259,3.9545454545454546
56,57,283.27212115957974,10,14,8,0,16146.510906096046,0,0.5,10,0.6666666666666666,0.06666666666666667,28.327212115957973,0.09090346099551241,-1.3806872510761883,-1.402933087291157,0.13040021983735625,1,False,False,False,True,False,2832.7212115957973,0.6666666666666666
39,36,219.05127399957743,20,29,2,1,7885.845863984789,0,0.0,20,0.6666666666666666,0.03333333333333333,10.952563699978871,0.04761300983810955,-1.0402005775797638,-1.0123237322488639,-0.32772347668322166,1,False,True,False,False,True,4381.025479991548,0.6666666666666666
53,34,290.3350843751174,39,11,6,1,9871.392868753992,0,0.0,39,3.25,0.08333333333333333,7.444489342951728,0.024997467685865794,-0.3783956989784893,-0.414279370186509,0.2876933836685502,1,False,False,True,False,True,11323.068290629579,3.25
44,22,411.2355155276528,25,23,5,0,9047.18134160836,0,0.0,25,1.0416666666666667,0.041666666666666664,16.449420621106114,0.038457287713569405,-0.861972171877116,-0.881118741590363,1.0331169814341437,0,False,False,False,True,False,10280.88788819132,1.0416666666666667
43,34,184.30749671720943,64,7,7,1,6266.454888385122,0,0.0,64,8.0,0.125,2.8798046362063974,0.015382160701548879,0.44653610956774903,0.46869693777543575,-0.5530460202834235,0,True,False,False,False,False,11795.679789901404,8.0
45,40,314.3760064841114,60,8,5,0,12575.040259364454,0,0.0,60,6.666666666666667,0.1111111111111111,5.239600108068523,0.01639213907729695,0.30764907762390115,0.31371218641711895,0.4588790319023908,1,False,False,True,False,False,18862.56038904668,6.666666666666667
40,3,81.55037470581158,92,1,0,1,244.6511241174348,1,0.0,92,46.0,0.5,0.8864171163675172,0.01070891598003422,1.4187453331746842,1.4496520025398507,-1.2926442578560808,0,False,False,False,False,False,7502.634472934666,46.0
60,50,158.46000820070162,80,4,9,0,7923.000410035082,0,0.2,80,16.0,0.2,1.9807501025087704,0.012344121001445439,1.0399831185194823,1.053497507747857,-0.7675271252002361,1,False,True,False,True,False,12676.80065605613,16.0
50,34,35.45428260192169,10,29,8,0,1205.4456084653375,0,0.2,10,0.3333333333333333,0.03333333333333333,3.545428260192169,0.09083373807903276,-1.3806872510761883,-1.402933087291157,-1.6178287779431226,1,False,False,False,True,False,354.54282601921693,0.3333333333333333
23,8,347.82292097056984,23,27,2,1,2782.5833677645587,0,0.0,23,0.8214285714285714,0.03571428571428571,15.122735694372603,0.04165169795146697,-0.9770559678566918,-0.9090326702490279,0.6069696579902942,0,False,True,False,False,False,7999.9271823231065,0.8214285714285714
66,26,114.87093493741536,39,16,7,0,2986.6443083727995,0,0.2,39,2.2941176470588234,0.058823529411764705,2.9454085881388554,0.024991632203361713,-0.3778380979579819,-0.414279370186509,-0.9617156043525602,1,False,False,True,True,False,4479.966462559199,2.2941176470588234
31,17,410.96382470265513,6,25,7,0,6986.385019945137,0,0.2,6,0.23076923076923078,0.038461538461538464,68.49397078377585,0.1428366978491106,-1.5190112721959408,-1.55826610199221,1.14664168086701,1,False,False,True,True,False,2465.782948215931,0.23076923076923078
53,4,341.878424396929,19,17,2,1,1367.513697587716,0,0.0,19,1.0555555555555556,0.05555555555555555,17.993601284048896,0.04996346401202404,-1.0750324132956204,-1.1076046621899642,0.6547125867493722,0,False,False,True,False,True,6495.690063541651,1.0555555555555556
49,29,315.57910351045973,66,3,7,1,9151.794001803331,0,0.0,66,16.5,0.25,4.781501568340299,0.014923742443947762,0.5558490446003482,0.5386463779673077,0.38063641870553755,1,True,False,False,True,False,20828.22083169034,16.5
25,11,445.42195748067184,35,28,0,0,4899.64153228739,0,0.0,35,1.206896551724138,0.034482758620689655,12.72634164230491,0.027772109585645223,-0.5177230418419155,-0.5455699450067075,1.3041567102727207,0,True,False,False,False,True,15589.768511823515,1.206896551724138
31,28,38.31373084898105,82,6,0,1,1072.7844637714695,0,0.0,82,11.714285714285714,0.14285714285714285,0.46724062010952505,0.012036972462747255,1.1193732368033427,1.0982418995022833,-1.591441288863618,1,True,False,False,False,True,3141.725929616446,11.714285714285714
52,26,462.094167705825,41,13,6,1,12014.448360351447,0,0.0,41,2.9285714285714284,0.07142857142857142,11.270589456239634,0.023807542233548,-0.30873202754677614,-0.33572162443109166,1.4227394738011252,0,True,False,False,False,True,18945.860875938826,2.9285714285714284
42,2,129.89232134693373,83,14,4,1,259.78464269386745,1,0.0,83,5.533333333333333,0.06666666666666667,1.5649677270714908,0.01185911212346425,1.1542050725191992,1.1332166195982194,-0.9400794001501764,1,True,False,False,False,True,10781.0626717955,5.533333333333333
53,26,38.56877996345194,3,27,4,0,1002.7882790497504,0,0.0,3,0.10714285714285714,0.03571428571428571,12.856259987817312,0.24975094349553806,-1.6227542880357553,-1.6464464486181942,-1.5958575807418722,0,False,False,False,True,False,115.70633989035582,0.10714285714285714
27,15,212.3157672502176,76,5,4,0,3184.7365087532635,0,0.0,76,12.666666666666666,0.16666666666666666,2.7936285164502315,0.012982936374602847,0.9016590973997297,0.8883935789266675,-0.3538343934743707,0,True,False,False,True,False,16135.998311016538,12.666666666666666
21,47,246.3933446376265,70,24,6,0,11580.487197968449,0,0.2,70,2.8,0.04,3.5199049233946647,0.01408329091976411,0.6941730657201008,0.6603748324188465,-0.025197909243669395,1,False,False,True,True,False,17247.534124633858,2.8
21,8,184.2056027645244,54,20,4,0,1473.644822116195,1,0.0,54,2.5714285714285716,0.047619047619047616,3.4112148660097112,0.018169488556467633,0.1440818367593591,0.1583083037492779,-0.5806519003123093,0,False,True,False,False,True,9947.102549284318,2.5714285714285716
62,45,402.8476877550985,96,9,9,1,18128.145948979432,0,0.0,96,9.6,0.1,4.196330080782276,0.010308709692820306,1.557632365118532,1.5888024947267292,0.9739451162217201,0,False,False,False,False,False,38673.37802448946,9.6
64,18,468.0809008171688,80,29,2,0,8425.456214709038,0,0.0,80,2.6666666666666665,0.03333333333333333,5.8510112602146105,0.012344213903087674,1.0497095653716295,1.0282924593104115,1.4653207121170324,0,True,False,False,False,True,37446.472065373506,2.6666666666666665
56,7,488.2607329874976,49,18,6,0,3417.825130912483,0,0.2,49,2.5789473684210527,0.05263157894736842,9.964504754846889,0.0199941500371519,-0.030077341819923706,-0.04621578846909238,1.5764907736816216,0,False,False,False,False,True,23924.77591638738,2.5789473684210527
44,6,92.71141425437992,76,25,2,1,556.2684855262795,0,0.0,76,2.923076923076923,0.038461538461538464,1.2198870296628936,0.012963708218621592,0.8631972053992927,0.9157760917480755,-1.2447654056883868,1,False,True,False,False,False,7046.067483332874,2.923076923076923
58,30,157.01493785593544,84,15,0,1,4710.448135678063,1,0.0,84,5.25,0.0625,1.869225450665898,0.011762208835682034,1.1783071396392348,1.1681913396941552,-0.7471670762096951,0,True,False,False,True,False,13189.254779898578,5.25
38,58,182.54705344950483,78,24,1,0,10587.72910007128,0,0.0,78,3.12,0.04,2.340346839096216,0.012657032404556677,0.9326407213712166,0.9626252798857762,-0.5801639800565324,0,False,False,False,False,False,14238.670169061377,3.12
34,10,328.5456842157805,53,22,0,1,3285.456842157805,0,0.0,53,2.3043478260869565,0.043478260869565216,6.198975173882651,0.018512883721103573,0.10925000104350252,0.08397501672014004,0.47286252147091945,1,True,False,False,False,True,17412.92126343637,2.3043478260869565
57,44,416.6037100793932,5,6,6,0,18330.5632434933,0,0.5,5,0.7142857142857143,0.14285714285714285,83.32074201587864,0.16665757487976052,-1.553592277475879,-1.528779042248044,1.1062172244357718,0,False,True,False,True,False,2083.018550396966,0.7142857142857143
19,53,476.4958038793309,25,22,3,1,25254.27760560454,0,0.0,25,1.0869565217391304,0.043478260869565216,19.059832155173236,0.038460015550602286,-0.9076124518847678,-0.8953171459660673,1.5251725521825654,1,True,False,False,False,False,11912.395096983271,1.0869565217391304
53,22,356.8308995627767,86,2,6,1,7850.279790381088,0,0.0,86,28.666666666666668,0.3333333333333333,4.149196506543915,0.01149278887620477,1.258700579666769,1.2409262642595331,0.6493200449566343,1,False,False,False,False,True,30687.457362398796,28.666666666666668
32,33,113.41724207579128,28,11,8,1,3742.768988501112,0,0.0,28,2.3333333333333335,0.08333333333333333,4.050615788421117,0.034473547913852085,-0.8034471779268819,-0.7767558724502042,-1.0678396920150255,0,False,False,False,False,False,3175.682778122156,2.3333333333333335
39,48,346.5024180481606,69,13,3,0,16632.11606631171,0,0.0,69,4.928571428571429,0.07142857142857142,5.021774174611023,0.014284855413917276,0.6201448994975589,0.6257085678186738,0.6876381686811531,0,False,False,True,False,False,23908.66684532308,4.928571428571429
36,6,138.62963361454078,48,14,7,1,831.7778016872446,0,0.0,48,3.2,0.06666666666666667,2.8881173669695994,0.020383657132669115,-0.10901201820764249,-0.10228298878495416,-0.7925395546238088,0,False,False,True,False,False,6654.222413497957,3.2
62,10,162.70428762830687,73,14,4,0,1627.0428762830688,1,0.0,73,4.866666666666666,0.06666666666666667,2.228825857922012,0.013505213048144712,0.8058867153606337,0.7834694186388595,-0.7067010066498444,0,True,False,False,False,True,11877.412996866402,4.866666666666666
68,14,412.6926966772004,18,18,5,0,5777.697753480806,0,0.0,18,0.9473684210526315,0.05263157894736842,22.927372037622245,0.052622471085841026,-1.109864249011477,-1.0811844402487545,1.0778290080649024,1,False,True,False,False,True,7428.468540189607,0.9473684210526315
54,56,133.4364884525398,3,6,5,1,7472.443353342229,0,0.3,3,0.42857142857142855,0.14285714285714285,44.47882948417993,0.24996654821771164,-1.6714911275759312,-1.6647609880766587,-0.9148711569650486,0,True,False,False,False,False,400.3094653576194,0.42857142857142855
56,41,277.1031933666713,7,2,2,1,11361.230928033525,0,0.3,7,2.3333333333333335,0.3333333333333333,39.586170480953044,0.12498899863937003,-1.5326040956320832,-1.5248621076929147,0.10697265772215597,0,True,False,False,False,False,1939.722353566699,2.3333333333333335
19,7,354.7814082688289,86,22,6,0,2483.4698578818025,0,0.5,86,3.739130434782609,0.043478260869565216,4.125365212428243,0.011489626432700151,1.2474691501991113,1.2381407798860273,0.6594667340716834,1,True,False,False,True,False,30511.201111119284,3.739130434782609
29,2,207.83976150377248,58,23,0,1,415.67952300754496,0,0.0,58,2.4166666666666665,0.041666666666666664,3.5834441638581462,0.016908475831359977,0.28340917962278533,0.2443796572167734,-0.29972232601040405,0,False,False,True,False,True,12054.706167218803,2.4166666666666665
49,16,358.49070988033026,16,14,5,1,5735.851358085284,0,0.0,16,1.0666666666666667,0.06666666666666667,22.40566936752064,0.058813275785561045,-1.17952792044319,-1.2116034559904825,0.7730019288232259,0,False,False,True,False,True,5735.851358085284,1.0666666666666667
42,21,426.5825210578663,71,19,5,0,8958.232942215192,0,0.0,71,3.55,0.05,6.008204521941779,0.013887338656968538,0.7362230439289206,0.6950410970190193,1.2578560780524692,1,False,False,True,False,True,30287.35899510851,3.55
23,32,217.71118285276955,91,5,6,1,6966.757851288626,0,0.0,91,15.166666666666666,0.16666666666666666,2.3924305807996653,0.01086800523705769,1.4328597582460516,1.4322314017472557,-0.33745057130553585,0,False,True,False,False,True,19811.71763960203,15.166666666666666
22,59,82.61093817600631,11,3,7,0,4874.045352384373,0,0.2,11,2.75,0.25,7.510085288727847,0.0833162394752644,-1.3937170636882354,-1.3681454642444375,-1.285162521176541,1,False,False,False,False,False,908.7203199360695,2.75
29,52,239.35057262144232,22,23,8,0,12446.229776315002,0,0.2,22,0.9166666666666666,0.041666666666666664,10.879571482792834,0.04347476786255475,-0.9657151877169304,-0.9434630242489732,-0.1803803657822735,0,False,True,False,True,False,5265.712597671731,0.9166666666666666
25,27,353.3801475378915,94,26,7,0,9541.263983523071,0,0.5,94,3.4814814814814814,0.037037037037037035,3.759363271679697,0.01052521266386244,1.4881888491466082,1.5192272486332898,0.6249767418709267,1,False,False,False,False,False,33217.7338685618,3.4814814814814814
66,42,418.9410640245179,28,22,7,1,17595.524689029753,0,0.0,28,1.2173913043478262,0.043478260869565216,14.962180858018497,0.034480798986089634,-0.7582291560373016,-0.7767558724502042,1.0874757128492316,1,False,False,False,True,False,11730.349792686502,1.2173913043478262
65,56,416.6091919340389,23,4,0,1,23330.11474830618,1,0.0,23,4.6,0.2,18.11344312756691,0.04166488078257514,-0.9357050704321942,-0.9090326702490279,1.1062570146537518,1,False,True,False,False,True,9582.011414482895,4.6
68,37,199.26282406050657,2,24,1,1,7372.724490238743,0,0.3,2,0.08,0.04,99.63141203025329,0.33328812777489747,-1.7062128855618932,-1.6997357081725948,-0.44667475805182605,0,True,False,False,False,False,398.52564812101315,0.08
39,52,156.94290602730953,71,10,4,0,8161.031113420096,1,0.0,71,6.454545454545454,0.09090909090909091,2.210463465173374,0.013887187242730489,0.728754071000039,0.6950410970190193,-0.6621381750490252,1,False,False,True,True,False,11142.946327938977,6.454545454545454
44,7,430.3136254362502,35,17,3,1,3012.1953780537515,1,0.0,35,1.9444444444444444,0.05555555555555555,12.294675012464293,0.02776855906664471,-0.5603948720251481,-0.5332425111231669,1.1677033581016696,0,False,False,False,False,False,15060.976890268757,1.9444444444444444
57,24,246.7809578498949,76,11,2,0,5922.742988397476,0,0.0,76,6.333333333333333,0.08333333333333333,3.2471178664459854,0.012984820620967997,0.9016590973997297,0.9157760917480755,-0.1264466759958984,1,False,True,False,True,False,18755.35279659201,6.333333333333333
35,22,176.56882941339643,19,26,5,1,3884.514247094721,1,0.0,19,0.7037037037037037,0.037037037037037035,9.2930962849156,0.04998713169047383,-1.0694582035567448,-1.1076046621899642,-0.5223899406924867,1,False,False,True,True,False,3354.807758854532,0.7037037037037037
50,18,428.3745836627274,48,5,2,0,7710.742505929093,0,0.0,48,8.0,0.16666666666666666,8.924470492973487,0.020405516890216496,-0.06490917753578027,-0.09089858375953982,1.1829055581499044,1,True,False,False,False,True,20561.980015810914,8.0
39,28,330.0849396544155,67,18,4,0,9242.378310323636,0,0.0,67,3.526315789473684,0.05263157894736842,4.9266408903644106,0.014704291388917066,0.5507013835256349,0.5736210980632437,0.48381062980355577,1,True,False,False,False,False,22115.69095684584,3.526315789473684
22,54,144.08300103094973,9,4,6,0,7780.482055671286,0,0.2,9,1.8,0.2,16.009222336772194,0.09998714897762603,-1.4152682563561265,-1.3910576262482628,-0.8718830934185049,0,False,True,False,True,False,1296.7470092785475,1.8
41,38,385.18480244292886,9,8,5,1,14637.022492831296,0,0.3,9,1.0,0.1111111111111111,42.79831138254765,0.09999316847613474,-1.4631605796601592,-1.4549126675010429,0.875713917445659,0,True,False,False,False,False,3466.6632219863595,1.0
32,33,73.86153883869099,49,5,3,0,2437.430781676803,0,0.0,49,8.166666666666666,0.16666666666666666,1.507378343646755,0.019991798003802165,-0.07429026022168053,-0.04621578846909238,-1.3468850901557596,0,False,False,False,False,False,3619.2154030958586,8.166666666666666
30,43,135.94055010366938,46,9,8,0,5845.443654457783,0,0.2,46,4.6,0.1,2.9552293500797693,0.021272956507393675,-0.13577106099841482,-0.1716155179852997,-0.8116874268175811,0,False,False,True,True,False,6253.265304768792,4.6
45,40,324.8117917479726,70,6,8,0,12992.471669918905,0,0.2,70,10.0,0.14285714285714285,4.640168453542466,0.01408342307428868,0.6548666574835208,0.6603748324188465,0.5331880229271118,1,False,False,True,False,False,22736.825422358084,10.0
49,5,408.015051284872,23,5,1,0,2040.07525642436,0,0.0,23,3.8333333333333335,0.16666666666666666,17.739784838472698,0.0416462525900492,-0.9311341824369923,-0.9652665861579393,1.0380963468391142,1,True,False,False,True,False,9384.346179552056,3.8333333333333335
69,58,223.3727129598283,22,14,9,1,12955.617351670042,0,0.0,22,1.4666666666666666,0.06666666666666667,10.15330513453765,0.043474905189630444,-1.0117777258426537,-0.9854816107305218,-0.2921596853501441,0,False,False,False,False,False,4914.199685116223,1.4666666666666666
29,45,378.5137545706512,83,13,6,1,17033.118955679303,1,0.0,83,5.928571428571429,0.07142857142857142,4.56040668157411,0.011904063027295114,1.1542050725191992,1.1332166195982194,0.8282654219167646,0,True,False,False,False,True,31416.64162936405,5.928571428571429
20,44,124.85035759456656,79,9,8,1,5493.415734160929,0,0.0,79,7.9,0.1,1.5803842733489437,0.012497724962834121,0.9673624793571786,0.9933177392144754,-0.9759408718621702,0,True,False,False,False,False,9863.178249970759,7.9
46,57,303.84444310334806,37,16,8,1,17319.13325689084,0,0.0,37,2.176470588235294,0.058823529411764705,8.212011975766163,0.026314270097991,-0.44700010851785815,-0.4836118993868545,0.3838880437831257,1,False,False,True,True,False,11242.244394823878,2.176470588235294
49,19,146.95657920678968,10,27,0,0,2792.175004929004,0,0.0,10,0.35714285714285715,0.03571428571428571,14.695657920678968,0.09087654404369627,-1.3806872510761883,-1.3566272722483173,-0.8510251339523944,1,False,True,False,True,False,1469.5657920678968,0.35714285714285715
49,25,287.3916476882802,48,18,0,1,7184.791192207005,0,0.0,48,2.526315789473684,0.05263157894736842,5.987325993505838,0.02040532319345886,-0.10901201820764249,-0.08100341151581199,0.15946138741317029,0,False,False,False,False,False,13794.79908903745,2.526315789473684
63,1,105.06050231419496,89,1,4,1,105.06050231419496,1,0.0,89,44.5,0.5,1.180455082181966,0.011006349103873058,1.3512121660389256,1.3430649401738353,-1.1166981978124608,0,True,False,False,True,False,9350.384705963352,44.5
57,29,338.8852599030629,54,9,2,0,9827.672537188824,0,0.0,54,5.4,0.1,6.275652961167832,0.01817996830655649,0.09931852970812932,0.10571459881608238,0.6333994773008249,0,False,False,True,False,False,18299.804034765395,5.4
39,24,163.99590586578134,40,19,3,0,3935.901740778752,0,0.0,40,2.0,0.05,4.099897646644534,0.024384048613476185,-0.3432570926780437,-0.32371665224995694,-0.7273446342286735,1,False,True,False,True,False,6559.836234631253,2.0
45,35,58.8174779994109,63,8,3,1,2058.6117299793814,0,0.0,63,7.0,0.1111111111111111,0.933610761895411,0.015617413618658038,0.4575683582020681,0.4177109802176372,-1.360849519357017,1,False,False,True,False,True,3705.5011139628864,7.0
52,11,475.9036896617615,57,17,9,1,5234.9405862793765,0,0.0,57,3.1666666666666665,0.05555555555555555,8.34918753792564,0.017238086419788443,0.20348380366601523,0.23208519590466448,1.4893181084908738,0,False,False,False,False,False,27126.510310720405,3.1666666666666665
34,5,471.3926586858491,20,17,3,0,2356.9632934292454,0,0.0,20,1.1111111111111112,0.05555555555555555,23.569632934292454,0.04759885262799252,-1.0402005775797638,-1.0123237322488639,1.5039045672867206,0,False,True,False,False,True,9427.853173716981,1.1111111111111112
53,59,199.77735317649973,37,19,7,1,11786.863837413484,0,0.0,37,1.85,0.05,5.399387923689182,0.02631355702598744,-0.4480593704102024,-0.4836118993868545,-0.3571314632129144,1,False,False,True,False,True,7391.76206753049,1.85
50,36,277.8179591776352,12,12,3,1,10001.446530394867,0,0.0,12,0.9230769230769231,0.07692307692307693,23.151496598136266,0.07691538649687077,-1.3589953057022734,-1.3333578411977178,0.09192387692788964,0,False,False,False,False,False,3333.8155101316224,0.9230769230769231
46,17,358.6412771183059,74,25,4,0,6096.9017110112,0,0.0,74,2.8461538461538463,0.038461538461538464,4.846503744841971,0.013331146788852097,0.7937536894273687,0.8469153837481849,0.685495043489322,1,False,True,False,False,False,26539.454506754635,2.8461538461538463
49,20,276.1859174489987,8,27,8,0,5523.718348979974,0,0.2,8,0.2857142857142857,0.03571428571428571,34.523239681124835,0.11109099947752321,-1.4498492616360645,-1.489887387596979,0.10044844097064412,0,True,False,False,True,False,2209.4873395919894,0.2857142857142857
43,16,497.1189120385621,19,15,9,1,7953.902592616994,0,0.0,19,1.1875,0.0625,26.16415326518748,0.04999371456791357,-1.1159429998005397,-1.105165466541683,1.671856472613059,1,True,False,False,False,False,9445.25932873268,1.1875
21,17,343.6156999725731,29,2,7,0,5841.466899533743,0,0.2,29,9.666666666666666,0.3333333333333333,11.848817240433556,0.033327627980798774,-0.7236481507573634,-0.7419682494034845,0.5560935231311064,0,False,False,False,True,False,9964.85529920462,9.666666666666666
22,24,100.08235252200063,2,14,9,0,2401.976460528016,0,0.2,2,0.13333333333333333,0.06666666666666667,50.04117626100032,0.33319461647996046,-1.6573352933156935,-1.63207010424788,-1.1912632135761794,1,False,True,False,True,False,200.16470504400127,0.13333333333333333
20,10,167.25092064935953,17,26,1,0,1672.5092064935952,0,0.0,17,0.6296296296296297,0.037037037037037035,9.838289449962325,0.05552235851347178,-1.1446960847273335,-1.1769371913903097,-0.5887389869031019,0,False,False,True,False,True,2843.265651039112,0.6296296296296297
60,48,386.1706293902584,34,14,2,0,18536.1902107324,0,0.0,34,2.2666666666666666,0.06666666666666667,11.357959687948776,0.02856988726833751,-0.59511663001111,-0.5876106931873728,0.9700994004961153,0,False,False,True,False,False,13129.801399268785,2.2666666666666666
36,11,285.6283713102866,30,28,0,1,3141.912084413153,0,0.0,30,1.0344827586206897,0.034482758620689655,9.520945710342886,0.032247800765935024,-0.7340036619549579,-0.7071806263567649,0.1470223680388947,1,False,False,False,False,False,8568.851139308597,1.0344827586206897
45,29,429.07353198843725,2,24,1,0,12443.13242766468,0,0.3,2,0.08,0.04,214.53676599421863,0.3333065469474386,-1.7062128855618932,-1.6969311603929012,1.2755935557987095,0,False,False,True,False,False,858.1470639768745,0.08
